HMD0_tx,HMD0_ty,HMD0_tz,controller3_tx,controller3_ty,controller3_tz,controller6_tx,controller6_ty,controller6_tz,generic9_tx,generic9_ty,generic9_tz,generic7_tx,generic7_ty,generic7_tz,generic8_tx,generic8_ty,generic8_tz
10.135319,147.400238,-7.244828,19.879778,76.013885,-16.427761,-3.254049,76.755402,-17.72414,9.363085,83.661392,14.177244,31.814497,12.989928,14.821747,-11.684553,3.197664,14.681946
9.94639,148.833557,-6.62199,19.820196,77.034447,-16.173313,-3.209394,77.969185,-17.24151,9.465349,84.546555,13.954693,31.841925,12.973894,14.859285,-11.688999,3.281116,14.726726
9.718545,150.310699,-5.984519,19.658226,78.137566,-15.926901,-3.240652,79.241875,-16.813471,9.47673,85.494278,13.630047,31.872816,13.00485,14.918637,-11.600065,3.181659,14.851362
9.513949,151.730759,-5.33019,19.634291,79.246719,-15.674147,-3.315908,80.496658,-16.409063,9.570893,86.400597,13.328353,31.907885,13.037476,14.985217,-11.562962,3.1437,14.915164
9.353675,153.078156,-4.642495,19.648159,80.312248,-15.369373,-3.477117,81.76104,-16.097101,9.498968,87.368477,12.906289,31.97735,13.032605,15.08232,-11.530589,3.247949,14.977142
9.1376,154.405746,-3.995293,19.647482,81.390869,-15.105682,-3.678988,82.962608,-15.796588,9.432217,88.281136,12.443647,31.991337,13.049528,15.143767,-11.620899,3.485975,14.95348
8.922227,155.700592,-3.386344,19.584932,82.448914,-14.861564,-3.93132,84.093826,-15.566561,9.359056,89.165573,11.985955,32.00106,13.133564,15.194815,-14.472512,8.570582,12.345828
8.683978,156.894821,-2.779572,19.559097,83.438354,-14.599818,-4.188424,85.157677,-15.333619,9.291711,90.013298,11.471124,31.993124,13.179266,15.275105,-14.24107,8.22478,12.623788
8.464048,158.00676,-2.183604,19.516851,84.400291,-14.318968,-4.4676,86.192894,-15.125227,9.139451,90.862396,10.940133,32.02338,13.205104,15.272999,-15.032291,9.586129,11.834749
8.205638,159.003677,-1.623124,19.489176,85.316162,-14.061094,-4.751562,87.190292,-14.928972,9.038774,91.652489,10.366116,32.044071,13.208944,15.30071,-15.046329,9.841825,11.854051
7.981305,159.90506,-1.096128,19.481989,86.152786,-13.859664,-5.036776,88.051735,-14.759791,8.798945,92.438606,9.769185,32.108967,13.221114,15.314061,-15.338294,10.409733,11.67854
7.710287,160.681763,-0.57556,19.455044,86.894234,-13.620306,-5.287085,88.775879,-14.5755,8.556819,93.179314,9.117265,32.163338,13.202542,15.32665,-15.410306,10.642175,11.648736
7.442603,161.387512,-0.093174,19.421885,87.542496,-13.409812,-5.576863,89.444145,-14.424032,8.322637,93.865631,8.53098,32.238701,13.136224,15.342557,-15.467083,10.605553,11.743437
7.145704,161.965454,0.370687,19.383776,88.071442,-13.175525,-5.841085,89.906326,-14.248148,8.064844,94.468277,7.921523,32.285393,13.109625,15.356572,-15.612744,10.576219,11.650766
6.891952,162.439926,0.817718,19.406538,88.537895,-12.939036,-6.119812,90.270737,-14.098964,7.780074,95.018509,7.345818,32.386982,13.084426,15.366424,-15.528539,10.17199,11.674213
6.591805,162.7957,1.243396,19.376074,88.932472,-12.678409,-6.317462,90.480888,-13.897696,7.497448,95.482384,6.753442,32.471622,13.047263,15.367148,-15.529138,10.313772,11.69586
6.29002,163.058441,1.648001,19.304594,89.239349,-12.434181,-6.511441,90.635574,-13.678274,7.181406,95.849472,6.257251,32.50943,13.094749,15.322172,-15.542132,10.282546,11.773322
5.983235,163.189438,2.030385,19.179457,89.456169,-12.202473,-6.621695,90.652946,-13.428493,6.877329,96.149239,5.738576,32.592026,13.069639,15.295411,-15.61832,10.27571,11.692264
5.733692,163.238541,2.433205,19.130123,89.583641,-11.970913,-6.755498,90.718979,-13.21574,6.668539,96.346092,5.336859,32.670834,13.049204,15.321569,-15.651574,10.036113,11.777832
5.464962,163.236084,2.775924,19.034151,89.746964,-11.776374,-6.881193,90.768066,-13.042259,6.509633,96.474831,4.958496,32.74789,13.056163,15.294228,-15.714722,9.924595,11.653214
