head_x,head_y,head_z,r_controller_x,r_controller_y,r_controller_1_z,l_controller_x,l_controller_y,l_controller_z,waist_x,waist_y,waist_z,r_foot_x,r_foot_y,r_foot_z,l_foot_x,l_foot_y,l_foot_z
18.441637,160.227524,-4.180318,36.388176,78.774139,-15.118629,-24.573025,87.133018,-5.643728,9.199218,105.37429,-4.763755,13.1999,9.897789,4.924837,-6.647247,63.177544,-20.770315
18.326464,160.278015,-4.188958,36.205311,78.816154,-15.066512,-24.744408,87.17086,-5.596118,8.886613,105.501823,-4.915275,13.161313,9.919444,4.904354,-7.02156,62.4828,-20.52582
18.208263,160.31749,-4.198874,36.025379,78.846413,-14.994684,-24.921967,87.215561,-5.545883,9.227529,105.126213,-4.544785,13.128132,9.922324,4.902301,-7.441338,61.659229,-20.239647
18.08511,160.351593,-4.212944,35.859196,78.859627,-14.925277,-25.079756,87.244644,-5.511792,8.654369,105.42334,-4.842292,13.119196,9.910686,4.891231,-7.982951,60.703968,-19.906071
17.949818,160.380112,-4.235848,35.675236,78.859917,-14.855821,-25.232996,87.275635,-5.465659,8.804563,105.168068,-4.588122,13.089161,9.882354,4.884181,-8.53607,59.665482,-19.539934
17.806141,160.407318,-4.261859,35.49044,78.85981,-14.787438,-25.357193,87.301323,-5.440175,8.408154,105.302757,-4.757336,13.074157,9.882907,4.871195,-9.12659,58.554497,-19.123013
17.66391,160.428436,-4.28735,35.320267,78.859467,-14.712421,-25.434299,87.314056,-5.393787,8.124605,105.299652,-4.82656,13.062086,9.883629,4.87567,-9.835362,57.393475,-18.672035
17.52343,160.443878,-4.300596,35.181713,78.849113,-14.640143,-25.490061,87.306152,-5.34108,7.93364,105.269363,-4.862953,13.065746,9.871325,4.888407,-10.558887,56.141243,-18.205313
17.382174,160.462234,-4.321319,35.048893,78.844376,-14.584725,-25.519917,87.308372,-5.291735,8.274649,104.815781,-4.44467,13.061871,9.872574,4.892175,-11.359024,54.822025,-17.705036
17.237192,160.490479,-4.345195,34.921539,78.854584,-14.539733,-25.565201,87.327652,-5.247056,7.522977,105.190132,-4.850374,13.055839,9.878392,4.894814,-12.184195,53.413956,-17.16151
17.098255,160.520706,-4.369684,34.818802,78.867317,-14.503878,-25.588848,87.347954,-5.210463,7.86675,104.743057,-4.411904,13.031834,9.88483,4.906912,-13.131925,51.925434,-16.539871
16.964127,160.558517,-4.386126,34.732067,78.886147,-14.474475,-25.612289,87.382172,-5.179332,7.242103,105.049934,-4.731794,13.022909,9.886592,4.918279,-14.071472,50.307014,-15.903046
16.836359,160.609741,-4.405228,34.632393,78.921326,-14.454967,-25.624748,87.436226,-5.165392,7.414772,104.735146,-4.410775,13.022655,9.888294,4.930647,-15.063528,48.784081,-15.289067
16.712791,160.663223,-4.421612,34.529263,78.963921,-14.427024,-25.653294,87.494972,-5.16481,7.014407,104.864029,-4.572349,13.044956,9.903058,4.922676,-16.077312,47.257721,-14.624637
16.588295,160.725677,-4.437506,34.423363,79.025574,-14.415421,-25.67388,87.553543,-5.164901,7.479754,104.328323,-4.061401,13.039598,9.872285,4.928807,-17.141159,45.651314,-13.859607
16.465597,160.788803,-4.454301,34.328102,79.088844,-14.396461,-25.701149,87.59848,-5.168332,6.842325,104.609177,-4.394296,13.061893,9.86393,4.952807,-18.247433,43.988056,-13.057939
16.346773,160.85939,-4.459323,34.208885,79.168098,-14.383074,-25.720322,87.630104,-5.174032,7.18563,104.14373,-3.97959,13.05692,9.866293,4.979522,-19.322699,42.206963,-12.151153
16.214571,160.926941,-4.471323,34.066536,79.261185,-14.36636,-25.757498,87.641922,-5.189286,6.692349,104.302078,-4.217334,13.072145,9.884356,4.964962,-20.345316,40.381374,-11.152394
16.091158,160.994125,-4.481082,33.930817,79.352539,-14.367536,-25.782885,87.637184,-5.205609,6.805063,103.993622,-3.977016,13.07496,9.896281,4.983247,-21.539284,38.761784,-10.211098
15.953934,161.058884,-4.494541,33.785351,79.45488,-14.369074,-25.84103,87.629639,-5.238805,6.528397,104.000793,-4.074137,13.076825,9.911051,4.977212,-22.609409,37.11042,-9.256316
15.818824,161.111954,-4.50773,33.643547,79.553123,-14.36838,-25.896551,87.598656,-5.282344,6.433,103.844734,-4.005097,13.077302,9.914265,4.989588,-23.696178,35.604198,-8.352054
15.684497,161.153854,-4.515124,33.507545,79.638435,-14.351874,-25.961981,87.562592,-5.351162,6.300374,103.743416,-3.9956,13.099103,9.906327,4.986588,-24.576498,34.045074,-7.449515
15.532166,161.192322,-4.518248,33.375042,79.720436,-14.350373,-26.031506,87.526711,-5.443601,6.19505,103.556053,-3.934277,13.097244,9.893804,4.991741,-25.543728,32.533749,-6.590686
15.368479,161.23468,-4.521554,33.232891,79.806625,-14.33793,-26.12534,87.503082,-5.567448,6.009675,103.450821,-3.953537,13.112543,9.898082,4.985254,-26.33033,30.966064,-5.748045
15.199391,161.280228,-4.533049,33.111115,79.880219,-14.335846,-26.220512,87.479546,-5.720036,5.852578,103.280884,-3.925517,13.120711,9.899065,4.995984,-27.068182,29.376854,-4.867747
15.013014,161.322144,-4.542863,32.999149,79.944283,-14.333538,-26.334311,87.453362,-5.896632,5.678511,103.140068,-3.951637,13.137032,9.899587,5.004591,-27.755775,27.868731,-4.112037
14.809543,161.364227,-4.561197,32.889156,80.002129,-14.327705,-26.44858,87.445251,-6.099456,5.878932,102.692688,-3.685077,13.137376,9.900089,5.013452,-28.274714,26.296303,-3.34863
14.5812,161.406219,-4.575633,32.763493,80.05687,-14.303575,-26.591217,87.432129,-6.330438,5.336762,102.757675,-3.988622,13.136364,9.901105,5.000384,-28.74588,24.866543,-2.708446
14.334442,161.44191,-4.601243,32.636364,80.10228,-14.297308,-26.73871,87.425835,-6.592905,5.440504,102.345703,-3.786165,13.114371,9.883387,5.002176,-29.037962,23.387888,-2.103676
14.055846,161.480438,-4.618167,32.491829,80.14724,-14.275772,-26.914991,87.413399,-6.866343,4.944553,102.373016,-4.024377,13.11429,9.882786,5.003905,-29.205603,21.961628,-1.579776
13.753811,161.509399,-4.649647,32.338264,80.189941,-14.267858,-27.089334,87.415527,-7.174178,4.833663,102.087524,-3.919891,13.114594,9.878512,5.006007,-29.261648,20.601622,-1.142089
13.428831,161.540939,-4.67116,32.162304,80.225365,-14.238708,-27.274403,87.405479,-7.500874,4.341811,102.091919,-4.091854,13.114813,9.874265,4.997488,-29.249481,19.241247,-0.769444
13.069007,161.561478,-4.70291,31.963673,80.256248,-14.225117,-27.462994,87.398796,-7.850227,4.214812,101.645302,-3.975721,13.114476,9.87161,5.006121,-29.074766,17.730967,-0.355458
12.675608,161.575073,-4.715009,31.728628,80.283539,-14.194733,-27.671419,87.391556,-8.213689,3.825187,101.471519,-4.062407,13.113062,9.869394,5.014175,-29.409357,17.628855,-0.694682
12.257577,161.589966,-4.718102,31.464691,80.299454,-14.175668,-27.890001,87.40078,-8.593986,3.753083,101.075813,-3.894788,13.110395,9.881812,5.032624,-29.12455,16.613039,-0.465874
11.796971,161.602066,-4.721,31.161182,80.308296,-14.13556,-28.129492,87.395454,-8.977565,3.383544,100.886055,-3.94385,13.106871,9.891754,5.040675,-28.704374,15.587715,-0.183941
11.304637,161.623978,-4.727732,30.840801,80.314606,-14.117493,-28.388487,87.39389,-9.365883,3.233914,100.453522,-3.763088,13.100657,9.898461,5.054402,-28.336142,14.814552,0.018791
10.766327,161.657471,-4.747827,30.495398,80.330353,-14.103212,-28.662039,87.39019,-9.757527,2.808788,100.224426,-3.782389,13.082253,9.91977,5.047284,-27.870369,13.904613,0.333897
10.196079,161.678436,-4.776918,30.148157,80.333885,-14.098731,-28.931952,87.385811,-10.143716,2.54113,99.851509,-3.672215,13.067722,9.919647,5.046586,-27.463816,13.110395,0.562987
9.590352,161.679642,-4.781328,29.784771,80.323654,-14.082603,-29.211962,87.353287,-10.515082,2.072563,99.652733,-3.702851,13.070383,9.904908,5.052206,-27.093407,12.259987,0.897939
8.948458,161.671051,-4.788383,29.382328,80.320808,-14.080366,-29.502684,87.323616,-10.896253,1.708686,99.363266,-3.651428,13.059413,9.902935,5.053783,-26.690874,11.470922,1.228592
8.257333,161.636597,-4.769042,28.941137,80.318138,-14.089153,-29.829712,87.273933,-11.259329,1.261822,99.167389,-3.666981,13.03307,9.920143,5.049876,-26.574825,11.281302,1.50688
7.535777,161.591049,-4.75369,28.487309,80.327507,-14.111808,-30.151472,87.198051,-11.615838,0.840374,98.920235,-3.613052,13.021033,9.920543,5.049561,-26.332581,10.931627,1.768567
6.778459,161.534012,-4.734056,28.036312,80.346336,-14.14276,-30.489376,87.091339,-11.949248,0.379207,98.701035,-3.598764,13.006454,9.920302,5.049762,-26.048632,10.636268,2.080884
5.982478,161.463715,-4.727828,27.563862,80.379623,-14.183759,-30.853743,86.924446,-12.239274,-0.049694,98.414574,-3.532679,12.987488,9.920711,5.050188,-25.883541,10.380123,2.490099
5.151111,161.384842,-4.708931,27.051733,80.42115,-14.204524,-31.23473,86.716209,-12.503273,-0.655324,98.222603,-3.589095,12.961598,9.94311,5.05247,-25.787678,10.288762,2.732444
4.299437,161.297089,-4.706183,26.527069,80.470467,-14.234776,-31.64064,86.457909,-12.725215,-1.157172,97.920937,-3.545858,12.935107,9.954947,5.061436,-25.710014,10.187639,3.00511
3.425656,161.198105,-4.685949,25.959158,80.510841,-14.236191,-32.0877,86.180611,-12.925273,-1.747812,97.658638,-3.550224,12.940307,9.951854,5.057525,-25.714159,10.145368,3.226948
2.543986,161.100143,-4.669834,25.367636,80.557175,-14.235947,-32.597378,85.869232,-13.087694,-2.33877,97.400978,-3.532407,12.921347,9.960593,5.075778,-25.636171,10.076665,3.485446
1.633134,160.984619,-4.651938,24.73164,80.595047,-14.19498,-33.148453,85.537811,-13.225455,-2.907913,97.161812,-3.515928,12.893772,10.003683,5.076438,-25.639013,10.078814,3.685752
0.723158,160.851715,-4.634491,24.069706,80.622421,-14.146882,-33.751705,85.213676,-13.320278,-3.442042,96.925461,-3.464068,12.874046,10.02437,5.088034,-25.496458,10.005662,3.890539
-0.192108,160.696503,-4.587519,23.373068,80.642052,-14.053345,-34.377823,84.866188,-13.395868,-4.136959,96.801704,-3.547409,12.86885,10.057862,5.104877,-25.403557,10.011263,4.070723
-1.101467,160.539185,-4.542406,22.661909,80.65136,-13.961283,-35.017822,84.462379,-13.383878,-4.71945,96.618698,-3.538056,12.867654,10.085786,5.124283,-25.240202,9.9393,4.215888
-1.991164,160.3862,-4.484993,21.917801,80.634407,-13.837473,-35.656639,84.021744,-13.339647,-5.339417,96.448685,-3.572021,12.86617,10.112588,5.134851,-25.172827,9.893447,4.335684
-2.869298,160.296906,-4.467102,21.164673,80.607666,-13.700962,-36.265476,83.512199,-13.201966,-6.004895,96.386925,-3.674509,12.84632,10.136189,5.138324,-25.131882,9.886043,4.407175
-3.738887,160.26091,-4.451084,20.415676,80.592766,-13.522111,-36.838894,83.037254,-13.01156,-6.383112,96.255783,-3.616369,12.799977,10.170804,5.14079,-25.169561,9.898967,4.46944
-4.551639,160.265625,-4.450589,19.722795,80.574738,-13.305216,-37.315544,82.567627,-12.726165,-6.75312,96.283783,-3.596014,12.74966,10.206368,5.143288,-25.178488,9.924507,4.494175
-5.358752,160.272156,-4.451034,19.049814,80.544724,-13.03648,-37.751587,82.126091,-12.381155,-7.205253,96.395409,-3.670978,12.69519,10.238707,5.145775,-25.205202,9.940676,4.519986
-6.122537,160.29393,-4.437979,18.400105,80.496788,-12.734385,-38.076096,81.684669,-11.98295,-7.61842,96.520477,-3.714878,12.66035,10.271114,5.137009,-25.201452,9.941228,4.523815
-6.864892,160.314056,-4.404431,17.782383,80.468307,-12.413807,-38.370346,81.305977,-11.576178,-8.014155,96.578133,-3.733069,12.637198,10.289887,5.167566,-25.190878,9.939841,4.543035
-7.546773,160.357712,-4.374275,17.172379,80.473289,-12.127253,-38.584213,80.911507,-11.174308,-8.3793,96.60817,-3.764367,12.643881,10.311514,5.16011,-25.165897,9.921987,4.537175
-8.229204,160.403625,-4.339323,16.556385,80.49884,-11.866446,-38.834484,80.583069,-10.809592,-8.736465,96.638527,-3.754048,12.604561,10.368095,5.179656,-25.186724,9.953103,4.547056
-8.848071,160.450378,-4.325728,15.969497,80.535469,-11.638375,-39.086853,80.21434,-10.43111,-9.021429,96.60997,-3.752519,12.62702,10.380616,5.176558,-25.182297,9.939298,4.546516
-9.425914,160.479538,-4.298851,15.418385,80.555275,-11.423445,-39.344639,79.936295,-10.140423,-9.351457,96.671555,-3.765266,12.653406,10.381261,5.223313,-25.16647,9.944799,4.582129
-9.962762,160.521118,-4.284657,14.863211,80.559494,-11.225683,-39.594505,79.644905,-9.823696,-9.656076,96.713638,-3.789165,12.69613,10.401098,5.240941,-25.15518,9.935836,4.600327
-10.495399,160.555023,-4.288371,14.286747,80.570175,-11.030068,-39.820011,79.392891,-9.570777,-9.869098,96.682655,-3.75882,12.665826,10.447818,5.249298,-25.180801,10.000343,4.609205
-10.962121,160.572952,-4.307216,13.79449,80.528847,-10.85387,-40.035702,79.140587,-9.316325,-10.24077,96.832207,-3.904021,12.695097,10.446591,5.2366,-25.153776,10.001956,4.615842
-11.386943,160.564026,-4.314745,13.394328,80.455528,-10.682841,-40.214436,78.902847,-9.079312,-10.450725,96.842094,-3.930939,12.730524,10.408106,5.263761,-25.129711,9.998094,4.634624
-11.785287,160.560364,-4.343002,13.071483,80.386284,-10.543694,-40.324821,78.642784,-8.823154,-10.578458,96.793251,-3.927996,12.745945,10.396462,5.263031,-25.123875,10.000731,4.643092
-12.178949,160.549057,-4.372694,12.803319,80.347549,-10.44769,-40.431408,78.416031,-8.589411,-10.872893,96.932892,-4.037414,12.734509,10.394034,5.272055,-25.143476,10.042507,4.658957
-12.517927,160.532074,-4.406377,12.641169,80.312248,-10.382026,-40.479443,78.151695,-8.325881,-11.019676,96.95108,-4.047918,12.768798,10.359981,5.255749,-25.139565,10.044276,4.662698
-12.81976,160.490372,-4.430762,12.549404,80.269547,-10.328606,-40.523506,77.979675,-8.137079,-11.27208,97.05307,-4.101745,12.84748,10.304759,5.250174,-25.106915,10.041725,4.668303
-13.104813,160.4608,-4.459129,12.464695,80.254242,-10.312186,-40.509365,77.814308,-7.959561,-11.470998,97.137573,-4.164762,12.898878,10.273382,5.248353,-25.086626,10.047677,4.667906
-13.392298,160.431717,-4.493386,12.341042,80.267746,-10.280245,-40.465637,77.70414,-7.831511,-11.685305,97.183296,-4.159377,12.934641,10.264934,5.246556,-25.073362,10.069604,4.661453
-13.649865,160.40509,-4.523283,12.245989,80.277313,-10.273912,-40.388298,77.613762,-7.733803,-11.884267,97.20295,-4.19546,12.967188,10.260937,5.244799,-25.04191,10.070493,4.657885
-13.891673,160.375412,-4.561376,12.140713,80.269974,-10.257972,-40.303864,77.542336,-7.664125,-12.135329,97.257774,-4.219263,13.027316,10.2243,5.222318,-25.010355,10.072118,4.65479
-14.12001,160.359894,-4.588128,12.012253,80.268837,-10.250664,-40.253006,77.494522,-7.63515,-12.336983,97.226387,-4.2601,13.04031,10.21689,5.220493,-24.995218,10.073749,4.650837
-14.368787,160.342117,-4.613011,11.851625,80.267441,-10.232168,-40.200302,77.452942,-7.627645,-12.505566,97.176849,-4.241956,13.084239,10.189089,5.218808,-24.983723,10.075441,4.636511
-14.603493,160.324677,-4.618051,11.685796,80.266121,-10.225133,-40.181591,77.406784,-7.610785,-12.726372,97.14727,-4.287619,13.113828,10.171746,5.213315,-24.97047,10.077622,4.625345
-14.851991,160.304413,-4.617003,11.530126,80.264847,-10.223622,-40.172718,77.372444,-7.623434,-12.959349,97.0942,-4.290335,13.156791,10.149739,5.199788,-24.952904,10.078349,4.607521
-15.106853,160.287964,-4.606647,11.380351,80.263588,-10.223309,-40.203102,77.351265,-7.639999,-13.2207,97.038261,-4.313543,13.16554,10.144268,5.193917,-24.94632,10.060472,4.593908
-15.388715,160.285461,-4.598668,11.249189,80.262306,-10.228708,-40.241436,77.314438,-7.665806,-13.491363,97.010246,-4.310686,13.174845,10.148904,5.160783,-24.956631,10.085891,4.556796
-15.64999,160.28392,-4.563125,11.168503,80.272835,-10.230752,-40.304863,77.291748,-7.709887,-13.764636,96.998817,-4.331995,13.184319,10.154198,5.152912,-24.941278,10.08222,4.542485
-15.931366,160.277618,-4.512856,11.120748,80.251778,-10.241302,-40.377674,77.259987,-7.754478,-14.072026,96.996178,-4.337626,13.207834,10.129533,5.148611,-24.917337,10.07074,4.526309
-16.220455,160.272919,-4.451615,11.06287,80.234489,-10.286407,-40.481346,77.240921,-7.817123,-14.40005,96.994026,-4.379243,13.209346,10.113371,5.124995,-24.911514,10.057797,4.507852
-16.529959,160.268799,-4.373134,10.995153,80.216377,-10.291574,-40.591892,77.21283,-7.877472,-14.788757,97.00753,-4.375858,13.210703,10.106427,5.093891,-24.906504,10.050991,4.506825
-16.84395,160.264664,-4.284361,10.924763,80.202095,-10.311924,-40.738922,77.205612,-7.954421,-15.141931,96.99778,-4.352938,13.211982,10.098055,5.050347,-24.91769,10.039288,4.51242
-17.168858,160.254974,-4.178398,10.841666,80.178665,-10.30267,-40.883327,77.183578,-8.025068,-15.578361,97.004089,-4.346084,13.225024,10.093279,5.002779,-24.911583,10.019769,4.517635
-17.493301,160.250961,-4.060925,10.738246,80.181267,-10.30351,-41.05154,77.182716,-8.101755,-16.022863,97.031387,-4.366467,13.243339,10.10613,4.95296,-24.916971,10.01721,4.533468
-17.840883,160.245453,-3.934002,10.612836,80.190071,-10.304183,-41.231182,77.163536,-8.169806,-16.472523,97.067291,-4.324398,13.260282,10.128611,4.868291,-24.918699,10.014387,4.538677
-18.186132,160.237671,-3.805302,10.488774,80.212105,-10.304195,-41.45874,77.181023,-8.256233,-16.893627,97.057732,-4.260586,13.278549,10.135484,4.744678,-24.920641,10.002559,4.544524
-18.542458,160.223984,-3.663977,10.360015,80.236099,-10.290315,-41.700245,77.178307,-8.323274,-17.353165,97.056328,-4.168731,13.29559,10.167336,4.570401,-24.923737,9.990469,4.549158
-18.899035,160.216644,-3.529476,10.230422,80.28125,-10.277856,-41.99007,77.204079,-8.39368,-17.76001,97.019218,-4.041903,13.300714,10.223494,4.314558,-24.943275,9.973728,4.55951
-19.261429,160.207245,-3.377488,10.085004,80.331131,-10.232481,-42.314869,77.221481,-8.45731,-18.140652,96.996864,-3.876942,13.306706,10.291344,4.017243,-24.965652,9.955435,4.577894
-19.618881,160.19783,-3.240224,9.949529,80.411789,-10.198013,-42.72023,77.275856,-8.526272,-18.48564,96.935585,-3.68093,13.266295,10.422481,3.603984,-24.984383,9.944765,4.587741
-19.9842,160.183044,-3.087696,9.79495,80.503426,-10.132238,-43.131001,77.314812,-8.5831,-18.825903,96.88015,-3.47915,13.14798,10.61875,3.167609,-25.016506,9.95927,4.607516
-20.32571,160.163712,-2.934472,9.653182,80.61647,-10.072883,-43.586315,77.376442,-8.634039,-19.075874,96.818153,-3.193895,12.943311,11.018017,2.605859,-25.042774,9.942126,4.627362
-20.666716,160.128586,-2.771927,9.520244,80.721321,-9.9932,-44.031914,77.422455,-8.689902,-19.355122,96.822472,-2.975292,12.611303,11.831781,2.023165,-25.05274,9.922717,4.65255
-20.997301,160.113968,-2.633639,9.396612,80.839935,-9.921482,-44.516212,77.509781,-8.775433,-19.543262,96.769737,-2.71649,12.173337,12.891096,1.477409,-25.05945,9.902861,4.659081
-21.330475,160.114243,-2.521661,9.274482,80.952362,-9.827996,-44.981167,77.550034,-8.831161,-19.744011,96.755623,-2.517486,11.735691,14.252256,1.000597,-25.079153,9.924867,4.643765
-21.626238,160.116196,-2.411722,9.167096,81.058601,-9.700957,-45.467026,77.617355,-8.897771,-19.909676,96.775703,-2.309538,11.032208,15.664391,0.489473,-25.062933,9.937469,4.641744
-21.9233,160.12059,-2.311466,9.008837,81.123116,-9.506837,-45.944069,77.618324,-8.891707,-20.141941,96.841949,-2.158754,10.249489,17.310579,-0.120437,-25.052555,9.942054,4.639612
-22.19997,160.124344,-2.208168,8.80884,81.141258,-9.288469,-46.445969,77.618546,-8.875561,-20.407892,96.951241,-2.035625,9.299773,18.994318,-0.618413,-25.045013,9.933919,4.637299
-22.48567,160.127335,-2.11175,8.569569,81.131111,-9.017537,-46.941917,77.576218,-8.809726,-20.712257,97.114449,-1.935665,8.241567,20.763977,-1.200372,-25.02206,9.939507,4.634415
-22.741194,160.130371,-2.006071,8.311437,81.093582,-8.734405,-47.467377,77.559502,-8.754822,-20.968317,97.302353,-1.86774,7.069998,22.597687,-1.709746,-24.991995,9.938777,4.631515
-22.985197,160.133591,-1.90274,8.068135,81.058472,-8.442157,-48.0172,77.535828,-8.677311,-21.336039,97.612213,-1.890229,5.894266,24.451571,-2.332114,-24.958878,9.928029,4.629365
-23.209536,160.147293,-1.790401,7.815154,80.998962,-8.143586,-48.640991,77.588608,-8.637132,-21.546959,97.798859,-1.824959,4.732569,26.377243,-2.867492,-24.945948,9.91941,4.62728
-23.438528,160.174042,-1.688298,7.576357,80.941536,-7.844285,-49.256279,77.610451,-8.590939,-22.05172,98.272942,-2.005368,3.589132,28.37603,-3.507998,-24.938238,9.927633,4.624266
-23.627504,160.214111,-1.572164,7.339757,80.873199,-7.545293,-49.927341,77.703308,-8.566466,-22.226122,98.460396,-1.974796,2.439363,30.362795,-4.065196,-24.90996,9.928959,4.61805
-23.81435,160.26532,-1.475377,7.122357,80.794472,-7.256487,-50.538761,77.763046,-8.525055,-22.528814,98.707535,-2.024051,1.335137,32.366669,-4.694355,-24.885725,9.930468,4.596343
-23.976042,160.327469,-1.376987,6.920905,80.728409,-6.958807,-51.17432,77.884399,-8.51259,-22.721012,98.876877,-2.017954,0.222128,34.321293,-5.273562,-24.864222,9.932302,4.594835
-24.13772,160.394028,-1.293359,6.762411,80.636787,-6.68524,-51.730148,77.983086,-8.479782,-23.050646,99.114006,-1.983939,-0.839671,36.25029,-5.933317,-24.838758,9.934253,4.591636
-24.269512,160.454453,-1.205368,6.632325,80.540359,-6.423349,-52.258736,78.127617,-8.455053,-23.243416,99.306618,-2.016557,-1.85902,38.150585,-6.516117,-24.824883,9.936264,4.587979
-24.396929,160.500046,-1.135689,6.545331,80.437691,-6.199476,-52.721878,78.248718,-8.41204,-23.389664,99.434097,-1.99494,-2.777824,39.981575,-7.193732,-24.796719,9.938285,4.565282
-24.503969,160.536102,-1.050275,6.47745,80.325813,-5.96662,-53.112629,78.388649,-8.367689,-23.558449,99.658508,-2.035512,-3.67443,41.77869,-7.756603,-24.771269,9.962857,4.576289
-24.60515,160.556198,-0.977687,6.418082,80.186264,-5.760759,-53.456074,78.496483,-8.293024,-23.635386,99.760872,-1.932688,-4.470041,43.466778,-8.399209,-24.750128,9.948882,4.553831
-24.702105,160.558441,-0.896344,6.338855,80.038223,-5.543853,-53.743145,78.604416,-8.223478,-23.786091,99.969955,-1.955727,-5.268487,45.090889,-8.97657,-24.754789,9.950253,4.553579
-24.799747,160.558426,-0.809903,6.234527,79.8741,-5.325875,-54.004967,78.674767,-8.129856,-23.893177,100.07093,-1.876856,-5.967198,46.612316,-9.61868,-24.762415,9.933581,4.552897
-24.884623,160.552399,-0.726139,6.118252,79.707062,-5.138912,-54.243862,78.732346,-8.043986,-24.032907,100.247299,-1.907684,-6.628896,48.067364,-10.219042,-24.781488,9.929873,4.548708
-24.973951,160.53978,-0.650105,6.011094,79.552353,-4.98908,-54.452782,78.753967,-7.939695,-24.190248,100.348724,-1.910979,-7.144599,49.385254,-10.896563,-24.809355,9.913887,4.53305
-25.059563,160.5383,-0.565638,5.87879,79.412903,-4.855672,-54.689266,78.816566,-7.885228,-24.3197,100.487236,-1.952575,-7.653021,50.628086,-11.484521,-24.868212,9.911937,4.546781
-25.162958,160.538544,-0.487161,5.743252,79.306709,-4.744662,-54.879143,78.81694,-7.804816,-24.484095,100.585541,-1.95621,-7.997287,51.761955,-12.13511,-24.95167,9.90954,4.544206
-25.242626,160.541092,-0.397097,5.617661,79.242271,-4.661094,-55.070107,78.811157,-7.720599,-24.623384,100.722084,-1.982263,-8.310349,52.819958,-12.721353,-25.031263,9.910071,4.547434
-25.338848,160.548126,-0.307579,5.497866,79.209351,-4.601289,-55.239697,78.792763,-7.645844,-24.792358,100.862152,-1.972946,-8.522432,53.776215,-13.354586,-25.072992,9.881029,4.571942
-25.421593,160.572968,-0.222347,5.3673,79.225182,-4.564938,-55.386513,78.746536,-7.553659,-24.946819,101.045143,-1.994183,-8.700887,54.655346,-13.962642,-25.074078,9.878227,4.554962
-25.525415,160.595871,-0.146454,5.218696,79.260765,-4.576436,-55.531651,78.726387,-7.492856,-25.116766,101.226624,-1.977797,-8.801519,55.462898,-14.582897,-25.073929,9.876771,4.545798
-25.615538,160.633636,-0.069587,5.071382,79.342659,-4.604404,-55.663452,78.710983,-7.437416,-25.246168,101.43779,-1.989125,-8.884519,56.26363,-15.126044,-25.062706,9.866568,4.535515
-25.727827,160.666656,-0.003774,4.900726,79.434685,-4.67134,-55.77401,78.706383,-7.407317,-25.364157,101.628166,-1.959815,-8.894583,56.943729,-15.696041,-25.071415,9.886425,4.529903
-25.830271,160.709778,0.056876,4.745107,79.531532,-4.745548,-55.867691,78.704887,-7.377828,-25.447464,101.827187,-1.956924,-8.905136,57.600914,-16.219095,-25.090603,9.886787,4.516447
-25.950096,160.743713,0.111014,4.536086,79.641983,-4.861953,-55.935398,78.716423,-7.38166,-25.541622,101.999817,-1.942225,-8.880026,58.184895,-16.728617,-25.117512,9.8869,4.512569
-26.06002,160.779572,0.161962,4.343036,79.775398,-4.968958,-55.95792,78.715981,-7.370522,-25.598091,102.157516,-1.944685,-8.83213,58.706459,-17.209274,-25.13825,9.887063,4.49227
-26.184677,160.799622,0.209229,4.154914,79.908768,-5.100464,-55.943413,78.711578,-7.367411,-25.678816,102.255508,-1.909508,-8.713179,59.141594,-17.655764,-25.158329,9.887581,4.511715
-26.299883,160.813797,0.2483,4.001594,80.039772,-5.233877,-55.86816,78.701309,-7.368759,-25.725597,102.359962,-1.883058,-8.581033,59.5214,-18.032427,-25.164904,9.895678,4.516786
-26.438538,160.81575,0.277204,3.855615,80.177208,-5.412358,-55.756069,78.672501,-7.349774,-25.802536,102.444565,-1.845031,-8.438941,59.856934,-18.372541,-25.200703,9.929955,4.52122
-26.561373,160.813889,0.306852,3.729836,80.340881,-5.576977,-55.613167,78.620323,-7.345381,-25.854195,102.524788,-1.819828,-8.313221,60.120823,-18.640278,-25.220156,9.932843,4.528608
-26.691858,160.792603,0.333216,3.628455,80.460503,-5.762408,-55.452625,78.550499,-7.320868,-25.896336,102.58017,-1.765249,-8.156711,60.321972,-18.87471,-25.225554,9.935878,4.537192
-26.8204,160.76326,0.363592,3.557184,80.603783,-5.927032,-55.285221,78.48156,-7.305159,-25.962725,102.635338,-1.750773,-8.030783,60.482883,-19.040546,-25.245531,9.938871,4.551564
-26.955166,160.734802,0.392946,3.494352,80.752098,-6.072261,-55.104397,78.398849,-7.275957,-26.025314,102.673164,-1.709765,-7.905271,60.598919,-19.163748,-25.268436,9.95556,4.570445
-27.071732,160.705658,0.419282,3.431802,80.875671,-6.220611,-54.938515,78.325417,-7.250705,-26.073563,102.712402,-1.693771,-7.819698,60.672142,-19.245106,-25.277382,9.954491,4.574819
-27.190502,160.672806,0.433224,3.3836,80.969475,-6.375185,-54.781792,78.269104,-7.243826,-26.119547,102.726837,-1.68525,-7.71455,60.70253,-19.325119,-25.266453,9.9527,4.57598
-27.305853,160.638641,0.462718,3.344787,81.055923,-6.504045,-54.635635,78.214859,-7.227676,-26.161703,102.745277,-1.681088,-7.705144,60.710613,-19.332659,-25.253939,9.931305,4.575716
